Student ID,English,Mathematics,Science,Social Studies,Logical Reasoning,Computer Awareness,Courses,Interest
Student355,46,47,46,47,47,45,VOCATIONAL,Hospitality and Event Management
Student356,46,47,47,47,45,47,VOCATIONAL,Hospitality and Event Management
Student357,45,46,46,47,47,46,VOCATIONAL,Hospitality and Event Management
Student358,46,46,46,45,45,46,VOCATIONAL,Hospitality and Event Management
Student359,46,46,45,47,46,47,VOCATIONAL,Hospitality and Event Management
Student360,45,45,47,46,46,45,VOCATIONAL,Hospitality and Event Management
Student361,46,45,45,45,46,47,VOCATIONAL,Hospitality and Event Management
Student362,45,46,45,47,45,47,VOCATIONAL,Hospitality and Event Management
Student363,47,45,46,45,46,45,VOCATIONAL,Hospitality and Event Management
Student364,45,46,46,46,47,46,VOCATIONAL,Hospitality and Event Management
Student365,46,47,45,45,45,46,VOCATIONAL,Hospitality and Event Management
Student366,45,45,45,46,45,46,VOCATIONAL,Hospitality and Event Management
Student367,47,46,45,47,46,45,VOCATIONAL,Hospitality and Event Management
Student368,47,46,47,45,46,45,VOCATIONAL,Hospitality and Event Management
Student369,46,45,47,46,46,46,VOCATIONAL,Hospitality and Event Management
Student370,46,46,47,47,45,46,VOCATIONAL,Hospitality and Event Management
Student371,47,46,47,46,46,46,VOCATIONAL,Hospitality and Event Management
Student372,46,46,45,47,45,47,VOCATIONAL,Hospitality and Event Management
Student373,47,45,45,47,47,45,VOCATIONAL,Hospitality and Event Management
Student374,47,47,45,46,47,45,VOCATIONAL,Hospitality and Event Management
Student375,45,45,45,45,46,45,VOCATIONAL,Hospitality and Event Management
Student376,45,47,45,45,45,47,VOCATIONAL,Hospitality and Event Management
Student377,46,47,45,46,46,45,VOCATIONAL,Hospitality and Event Management
Student378,47,47,47,46,47,47,VOCATIONAL,Hospitality and Event Management
Student379,47,45,47,47,47,47,VOCATIONAL,Hospitality and Event Management
Student380,45,46,45,46,45,46,VOCATIONAL,Hospitality and Event Management
Student381,45,46,45,46,46,45,VOCATIONAL,Hospitality and Event Management
Student382,47,45,46,46,45,46,VOCATIONAL,Hospitality and Event Management
Student383,47,46,45,47,45,47,VOCATIONAL,Hospitality and Event Management
Student384,45,45,47,46,47,45,VOCATIONAL,Hospitality and Event Management
Student385,45,47,47,45,47,46,VOCATIONAL,Hospitality and Event Management
Student386,45,47,46,46,45,47,VOCATIONAL,Hospitality and Event Management
Student387,45,47,45,46,47,45,VOCATIONAL,Hospitality and Event Management
Student388,47,46,45,45,45,46,VOCATIONAL,Hospitality and Event Management
Student389,47,47,46,45,46,46,VOCATIONAL,Hospitality and Event Management
Student390,45,47,47,47,46,45,VOCATIONAL,Hospitality and Event Management
Student391,46,47,46,46,46,45,VOCATIONAL,Hospitality and Event Management
Student392,46,45,45,46,45,47,VOCATIONAL,Hospitality and Event Management
Student393,47,45,45,46,46,46,VOCATIONAL,Hospitality and Event Management
Student394,45,47,47,47,47,47,VOCATIONAL,Hospitality and Event Management
Student395,47,45,47,46,47,45,VOCATIONAL,Hospitality and Event Management
Student396,45,45,47,47,45,45,VOCATIONAL,Hospitality and Event Management
Student397,45,47,46,46,46,45,VOCATIONAL,Hospitality and Event Management
Student398,47,47,45,45,45,46,VOCATIONAL,Hospitality and Event Management
Student399,47,46,47,46,47,45,VOCATIONAL,Hospitality and Event Management
Student400,46,47,47,47,45,45,VOCATIONAL,Hospitality and Event Management
Student401,46,45,47,47,45,45,VOCATIONAL,Hospitality and Event Management
Student402,45,46,46,47,46,45,VOCATIONAL,Hospitality and Event Management
Student403,47,45,45,45,46,45,VOCATIONAL,Hospitality and Event Management
Student404,46,46,46,46,46,45,VOCATIONAL,Hospitality and Event Management
Student405,47,46,46,47,45,46,VOCATIONAL,Hospitality and Event Management
Student406,46,46,45,45,46,45,VOCATIONAL,Hospitality and Event Management
Student407,46,47,45,47,47,46,VOCATIONAL,Hospitality and Event Management
Student408,46,47,45,46,45,46,VOCATIONAL,Hospitality and Event Management
Student409,46,47,46,46,45,45,VOCATIONAL,Hospitality and Event Management
Student410,46,46,46,45,45,47,VOCATIONAL,Hospitality and Event Management
Student411,45,46,47,46,45,45,VOCATIONAL,Hospitality and Event Management
Student412,45,47,46,47,47,46,VOCATIONAL,Hospitality and Event Management
Student413,46,47,47,47,47,47,VOCATIONAL,Hospitality and Event Management
Student414,46,45,45,45,47,45,VOCATIONAL,Hospitality and Event Management
Student415,45,45,45,46,46,46,VOCATIONAL,Hospitality and Event Management
Student416,46,45,46,47,47,46,VOCATIONAL,Hospitality and Event Management
Student417,47,47,46,47,45,45,VOCATIONAL,Hospitality and Event Management
Student418,47,46,45,47,47,47,VOCATIONAL,Hospitality and Event Management
Student419,47,47,47,45,47,45,VOCATIONAL,Hospitality and Event Management
Student420,45,47,46,46,45,45,VOCATIONAL,Hospitality and Event Management
Student421,47,47,47,47,45,45,VOCATIONAL,Hospitality and Event Management
Student422,45,45,45,45,46,45,VOCATIONAL,Hospitality and Event Management
Student423,47,46,45,46,47,47,VOCATIONAL,Hospitality and Event Management
Student424,47,47,45,46,46,46,VOCATIONAL,Hospitality and Event Management
Student425,45,46,47,47,47,46,VOCATIONAL,Hospitality and Event Management
Student426,45,46,46,46,46,46,VOCATIONAL,Hospitality and Event Management
Student427,45,47,46,46,46,45,VOCATIONAL,Hospitality and Event Management
Student428,45,45,46,46,47,46,VOCATIONAL,Hospitality and Event Management
Student429,47,46,45,47,47,47,VOCATIONAL,Hospitality and Event Management
Student430,46,47,46,47,46,47,VOCATIONAL,Hospitality and Event Management
Student431,45,46,45,45,45,47,VOCATIONAL,Hospitality and Event Management
Student432,46,45,45,46,47,47,VOCATIONAL,Hospitality and Event Management
Student433,46,45,45,46,45,46,VOCATIONAL,Hospitality and Event Management
Student434,45,46,46,46,47,46,VOCATIONAL,Hospitality and Event Management
Student435,46,45,45,45,46,46,VOCATIONAL,Hospitality and Event Management
Student436,46,46,46,46,46,46,VOCATIONAL,Hospitality and Event Management
Student437,47,45,46,47,46,47,VOCATIONAL,Hospitality and Event Management
Student0,45,45,43,44,45,45,VOCATIONAL,Arts and Media
Student1,45,43,43,43,44,43,VOCATIONAL,Arts and Media
Student2,43,45,45,43,44,44,VOCATIONAL,Arts and Media
Student3,45,44,44,43,43,43,VOCATIONAL,Arts and Media
Student4,43,43,44,43,44,45,VOCATIONAL,Arts and Media
Student5,43,43,45,44,45,43,VOCATIONAL,Arts and Media
Student6,43,43,44,43,45,45,VOCATIONAL,Arts and Media
Student7,45,43,44,43,44,45,VOCATIONAL,Arts and Media
Student8,44,44,43,44,45,43,VOCATIONAL,Arts and Media
Student9,44,43,44,44,43,44,VOCATIONAL,Arts and Media
Student10,45,45,43,43,45,44,VOCATIONAL,Arts and Media
Student11,43,45,44,43,44,43,VOCATIONAL,Arts and Media
Student12,45,45,45,44,45,45,VOCATIONAL,Arts and Media
Student13,45,45,44,45,45,43,VOCATIONAL,Arts and Media
Student14,44,45,45,44,44,44,VOCATIONAL,Arts and Media
Student15,43,45,44,44,45,45,VOCATIONAL,Arts and Media
Student16,44,45,45,45,44,43,VOCATIONAL,Arts and Media
Student17,44,44,45,44,44,44,VOCATIONAL,Arts and Media
Student18,43,43,44,44,44,45,VOCATIONAL,Arts and Media
Student19,45,44,45,43,43,45,VOCATIONAL,Arts and Media
Student20,45,45,43,45,44,43,VOCATIONAL,Arts and Media
Student21,43,44,45,45,44,44,VOCATIONAL,Arts and Media
Student22,43,44,44,44,44,44,VOCATIONAL,Arts and Media
Student23,44,44,44,44,44,44,VOCATIONAL,Arts and Media
Student24,45,43,43,44,43,45,VOCATIONAL,Arts and Media
Student25,43,45,43,43,44,45,VOCATIONAL,Arts and Media
Student26,43,45,43,45,44,44,VOCATIONAL,Arts and Media
Student27,45,44,43,45,45,44,VOCATIONAL,Arts and Media
Student28,44,43,45,45,45,45,VOCATIONAL,Arts and Media
Student29,44,44,43,43,44,44,VOCATIONAL,Arts and Media
Student30,44,43,43,45,43,45,VOCATIONAL,Arts and Media
Student31,43,44,44,43,43,44,VOCATIONAL,Arts and Media
Student32,44,44,45,44,45,43,VOCATIONAL,Arts and Media
Student33,44,45,44,45,44,44,VOCATIONAL,Arts and Media
Student34,45,44,43,44,44,43,VOCATIONAL,Arts and Media
Student35,44,44,45,44,43,44,VOCATIONAL,Arts and Media
Student36,44,43,43,43,45,45,VOCATIONAL,Arts and Media
Student37,44,45,45,44,45,44,VOCATIONAL,Arts and Media
Student38,43,45,45,44,44,43,VOCATIONAL,Arts and Media
Student39,44,45,45,44,44,44,VOCATIONAL,Arts and Media
Student40,45,43,43,45,45,45,VOCATIONAL,Arts and Media
Student41,45,45,43,44,45,44,VOCATIONAL,Arts and Media
Student42,45,45,43,45,43,44,VOCATIONAL,Arts and Media
Student43,45,45,43,43,44,44,VOCATIONAL,Arts and Media
Student44,43,45,44,45,43,44,VOCATIONAL,Arts and Media
Student45,45,45,45,43,45,45,VOCATIONAL,Arts and Media
Student46,45,44,43,43,45,45,VOCATIONAL,Arts and Media
Student47,45,44,44,44,45,44,VOCATIONAL,Arts and Media
Student48,43,45,44,43,43,44,VOCATIONAL,Arts and Media
Student49,44,45,45,43,44,44,VOCATIONAL,Arts and Media
Student50,45,43,44,45,45,45,VOCATIONAL,Arts and Media
Student51,44,45,43,45,45,45,VOCATIONAL,Arts and Media
Student52,43,43,45,43,44,44,VOCATIONAL,Arts and Media
Student53,44,44,44,43,44,45,VOCATIONAL,Arts and Media
Student54,44,45,45,45,45,43,VOCATIONAL,Arts and Media
Student55,44,44,45,45,45,43,VOCATIONAL,Arts and Media
Student56,43,45,45,44,45,44,VOCATIONAL,Arts and Media
Student57,45,44,44,43,44,43,VOCATIONAL,Arts and Media
Student58,45,45,45,43,45,43,VOCATIONAL,Arts and Media
Student59,43,45,45,44,43,43,VOCATIONAL,Arts and Media
Student60,44,44,45,44,44,43,VOCATIONAL,Arts and Media
Student61,44,45,45,43,44,43,VOCATIONAL,Arts and Media
Student62,45,43,44,45,44,45,VOCATIONAL,Arts and Media
Student63,45,45,45,43,44,43,VOCATIONAL,Arts and Media
Student64,45,43,43,44,43,44,VOCATIONAL,Arts and Media
Student65,43,45,45,44,45,43,VOCATIONAL,Arts and Media
Student66,45,45,44,43,44,45,VOCATIONAL,Arts and Media
Student68,44,44,45,43,43,45,VOCATIONAL,Arts and Media
Student69,43,45,44,44,43,45,VOCATIONAL,Arts and Media
Student70,44,45,44,45,44,43,VOCATIONAL,Arts and Media
Student71,45,45,43,44,43,44,VOCATIONAL,Arts and Media
Student72,43,44,45,44,43,43,VOCATIONAL,Arts and Media
Student73,45,44,45,44,45,45,VOCATIONAL,Arts and Media
Student74,44,43,44,43,43,45,VOCATIONAL,Arts and Media
Student75,45,45,45,44,45,45,VOCATIONAL,Arts and Media
Student76,45,44,44,45,44,43,VOCATIONAL,Arts and Media
Student77,44,43,44,44,43,43,VOCATIONAL,Arts and Media
Student78,44,43,44,44,45,45,VOCATIONAL,Arts and Media
Student79,44,43,45,44,43,43,VOCATIONAL,Arts and Media
Student80,43,45,43,45,45,43,VOCATIONAL,Arts and Media
Student81,43,43,44,44,43,43,VOCATIONAL,Arts and Media
Student82,43,45,43,44,43,45,VOCATIONAL,Arts and Media
Student83,43,45,43,45,45,43,VOCATIONAL,Arts and Media
Student84,45,44,43,44,44,45,VOCATIONAL,Arts and Media
Student85,45,43,43,45,44,43,VOCATIONAL,Arts and Media
Student86,44,45,43,43,43,44,VOCATIONAL,Arts and Media
Student87,45,44,45,43,43,44,VOCATIONAL,Arts and Media
Student88,44,45,45,44,44,43,VOCATIONAL,Arts and Media
Student89,43,43,43,44,45,44,VOCATIONAL,Arts and Media
Student90,43,43,45,43,45,44,VOCATIONAL,Arts and Media
Student91,44,43,45,43,43,43,VOCATIONAL,Arts and Media
Student92,45,44,43,45,45,44,VOCATIONAL,Arts and Media
Student93,45,45,44,45,45,45,VOCATIONAL,Arts and Media
Student94,45,45,43,45,44,45,VOCATIONAL,Arts and Media
Student95,44,44,44,45,45,44,VOCATIONAL,Arts and Media
Student96,43,44,43,44,44,45,VOCATIONAL,Arts and Media
Student97,44,45,43,45,43,45,VOCATIONAL,Arts and Media
Student98,43,44,44,43,45,44,VOCATIONAL,Arts and Media
Student99,44,45,43,43,44,44,VOCATIONAL,Arts and Media
Student100,44,45,45,44,45,43,VOCATIONAL,Arts and Media
Student101,45,43,43,43,44,43,VOCATIONAL,Arts and Media
Student102,45,43,45,43,45,43,VOCATIONAL,Arts and Media
Student103,44,45,43,44,45,45,VOCATIONAL,Arts and Media
Student104,43,45,43,43,43,44,VOCATIONAL,Arts and Media
Student105,45,43,43,44,44,45,VOCATIONAL,Arts and Media
Student106,45,44,44,44,44,45,VOCATIONAL,Arts and Media
Student107,43,43,43,43,45,43,VOCATIONAL,Arts and Media
Student108,44,44,45,43,43,44,VOCATIONAL,Arts and Media
Student109,45,45,44,43,43,45,VOCATIONAL,Arts and Media
Student110,45,44,44,43,43,43,VOCATIONAL,Arts and Media
Student111,44,45,43,45,44,44,VOCATIONAL,Arts and Media
Student112,44,43,45,45,45,43,VOCATIONAL,Arts and Media
Student113,45,43,43,45,45,43,VOCATIONAL,Arts and Media
Student114,43,45,43,43,43,43,VOCATIONAL,Arts and Media
Student115,45,43,44,45,43,45,VOCATIONAL,Arts and Media
Student116,44,45,43,44,43,45,VOCATIONAL,Arts and Media
Student117,44,45,44,43,45,43,VOCATIONAL,Arts and Media
Student118,44,43,45,43,44,43,VOCATIONAL,Arts and Media
Student119,45,44,43,43,43,44,VOCATIONAL,Arts and Media
Student120,45,44,44,43,45,43,VOCATIONAL,Arts and Media
Student121,44,45,44,43,43,44,VOCATIONAL,Arts and Media
Student122,44,43,44,44,44,44,VOCATIONAL,Arts and Media
Student123,43,44,43,43,44,45,VOCATIONAL,Arts and Media
Student124,43,44,44,45,43,43,VOCATIONAL,Arts and Media
Student125,43,45,43,44,44,45,VOCATIONAL,Arts and Media
Student126,44,45,43,44,43,44,VOCATIONAL,Arts and Media
Student127,45,45,43,44,43,43,VOCATIONAL,Arts and Media
Student128,43,43,43,43,44,44,VOCATIONAL,Arts and Media
Student129,45,45,44,45,44,43,VOCATIONAL,Arts and Media
Student130,45,45,44,44,45,45,VOCATIONAL,Arts and Media
Student131,43,44,45,45,43,45,VOCATIONAL,Arts and Media
Student132,43,45,43,44,43,44,VOCATIONAL,Arts and Media
Student133,43,43,45,43,45,45,VOCATIONAL,Arts and Media
Student134,43,43,43,43,45,45,VOCATIONAL,Arts and Media
Student135,44,45,43,44,45,43,VOCATIONAL,Arts and Media
Student136,44,43,44,44,45,44,VOCATIONAL,Arts and Media
Student137,44,43,45,44,45,45,VOCATIONAL,Arts and Media
Student138,45,44,45,43,45,43,VOCATIONAL,Arts and Media
Student139,43,45,45,43,45,45,VOCATIONAL,Arts and Media
Student140,45,44,44,44,44,45,VOCATIONAL,Arts and Media
Student141,43,43,45,44,45,45,VOCATIONAL,Arts and Media
Student142,45,45,45,43,44,43,VOCATIONAL,Arts and Media
Student143,43,44,44,45,44,43,VOCATIONAL,Arts and Media
Student144,44,44,45,45,43,43,VOCATIONAL,Arts and Media
Student145,45,45,45,43,45,45,VOCATIONAL,Arts and Media
Student146,45,43,45,44,43,44,VOCATIONAL,Arts and Media
Student147,44,44,43,43,45,45,VOCATIONAL,Arts and Media
Student148,43,43,44,44,45,45,VOCATIONAL,Arts and Media
Student149,45,45,45,43,45,43,VOCATIONAL,Arts and Media
Student150,43,43,45,44,43,43,VOCATIONAL,Arts and Media
Student151,45,45,44,44,43,44,VOCATIONAL,Arts and Media
Student152,44,45,43,45,45,44,VOCATIONAL,Arts and Media
Student153,45,43,43,44,43,45,VOCATIONAL,Arts and Media
Student154,44,45,45,44,43,44,VOCATIONAL,Arts and Media
Student155,44,44,44,44,44,45,VOCATIONAL,Arts and Media
Student156,43,43,45,44,44,43,VOCATIONAL,Arts and Media
Student157,43,45,45,44,43,45,VOCATIONAL,Arts and Media
Student158,44,43,44,43,45,44,VOCATIONAL,Arts and Media
Student159,45,44,45,43,43,44,VOCATIONAL,Arts and Media
Student160,45,45,43,44,44,45,VOCATIONAL,Arts and Media
Student161,45,44,45,45,43,44,VOCATIONAL,Arts and Media
Student162,45,45,43,43,44,43,VOCATIONAL,Arts and Media
Student163,44,45,43,45,44,45,VOCATIONAL,Arts and Media
Student164,43,45,43,43,45,44,VOCATIONAL,Arts and Media
Student165,45,45,44,44,43,44,VOCATIONAL,Arts and Media
Student166,43,43,44,43,43,45,VOCATIONAL,Arts and Media
Student167,43,45,45,43,44,44,VOCATIONAL,Arts and Media
Student168,44,43,45,45,45,43,VOCATIONAL,Arts and Media
Student169,45,44,44,45,45,43,VOCATIONAL,Arts and Media
Student170,44,43,45,44,44,44,VOCATIONAL,Arts and Media
Student171,43,43,43,43,44,45,VOCATIONAL,Arts and Media
Student172,45,44,43,44,43,43,VOCATIONAL,Arts and Media
Student173,43,44,43,44,44,44,VOCATIONAL,Arts and Media
Student174,43,44,44,44,45,45,VOCATIONAL,Arts and Media
Student175,44,45,45,44,43,45,VOCATIONAL,Arts and Media
Student176,43,43,43,45,45,45,VOCATIONAL,Arts and Media
Student177,45,44,44,45,45,44,VOCATIONAL,Arts and Media
Student178,43,43,44,43,44,44,VOCATIONAL,Arts and Media
Student179,44,43,43,44,45,44,VOCATIONAL,Arts and Media
Student180,43,43,45,43,43,45,VOCATIONAL,Arts and Media
Student181,44,44,44,43,43,45,VOCATIONAL,Arts and Media
Student182,44,45,44,43,43,43,VOCATIONAL,Arts and Media
Student183,43,45,43,45,45,45,VOCATIONAL,Arts and Media
Student184,45,45,43,43,44,45,VOCATIONAL,Arts and Media
Student185,44,43,45,44,45,44,VOCATIONAL,Arts and Media
Student186,45,44,43,45,45,43,VOCATIONAL,Arts and Media
Student187,45,43,45,43,43,44,VOCATIONAL,Arts and Media
Student188,45,45,45,43,45,43,VOCATIONAL,Arts and Media
Student189,45,44,43,43,43,43,VOCATIONAL,Arts and Media
Student190,45,44,43,45,43,45,VOCATIONAL,Arts and Media
Student191,43,45,44,45,43,43,VOCATIONAL,Arts and Media
Student192,43,45,45,43,44,44,VOCATIONAL,Arts and Media
Student193,43,45,45,44,43,43,VOCATIONAL,Arts and Media
Student194,45,43,43,43,45,44,VOCATIONAL,Arts and Media
Student195,44,43,45,45,44,44,VOCATIONAL,Arts and Media
Student196,43,43,45,45,44,44,VOCATIONAL,Arts and Media
Student197,45,44,45,45,43,43,VOCATIONAL,Arts and Media
Student198,43,43,44,44,45,43,VOCATIONAL,Arts and Media
Student199,44,45,44,44,43,44,VOCATIONAL,Arts and Media
Student200,43,43,44,43,43,43,VOCATIONAL,Arts and Media
Student201,43,44,43,45,44,44,VOCATIONAL,Arts and Media
Student202,45,43,45,43,43,44,VOCATIONAL,Arts and Media
Student203,45,44,45,43,45,43,VOCATIONAL,Arts and Media
Student204,45,44,44,45,43,43,VOCATIONAL,Arts and Media
Student205,45,45,45,43,44,43,VOCATIONAL,Arts and Media
Student206,44,45,45,44,43,43,VOCATIONAL,Arts and Media
Student207,44,45,45,43,43,45,VOCATIONAL,Arts and Media
Student208,44,45,43,43,43,44,VOCATIONAL,Arts and Media
Student209,45,43,44,45,43,45,VOCATIONAL,Arts and Media
Student210,45,43,44,45,44,44,VOCATIONAL,Arts and Media
Student211,45,45,43,43,43,45,VOCATIONAL,Arts and Media
Student212,43,43,43,43,44,45,VOCATIONAL,Arts and Media
Student213,44,44,45,44,43,45,VOCATIONAL,Arts and Media
Student214,45,44,43,43,43,45,VOCATIONAL,Arts and Media
Student215,45,44,43,45,45,45,VOCATIONAL,Arts and Media
Student216,43,43,43,45,45,43,VOCATIONAL,Arts and Media
Student217,43,45,45,43,43,45,VOCATIONAL,Arts and Media
Student218,44,45,43,43,43,45,VOCATIONAL,Arts and Media
Student219,44,44,45,44,45,45,VOCATIONAL,Arts and Media
Student220,45,44,45,44,45,43,VOCATIONAL,Arts and Media
Student221,43,43,43,44,43,43,VOCATIONAL,Arts and Media
Student222,44,45,43,45,43,43,VOCATIONAL,Arts and Media
Student223,45,44,43,43,43,45,VOCATIONAL,Arts and Media
Student224,45,45,43,43,43,43,VOCATIONAL,Arts and Media
Student225,44,44,43,43,43,45,VOCATIONAL,Arts and Media
Student226,45,43,45,43,45,44,VOCATIONAL,Arts and Media
Student227,43,44,43,44,43,44,VOCATIONAL,Arts and Media
Student228,44,44,44,45,45,45,VOCATIONAL,Arts and Media
Student229,45,43,44,45,45,44,VOCATIONAL,Arts and Media
Student230,43,45,43,44,45,45,VOCATIONAL,Arts and Media
Student231,43,44,44,44,44,43,VOCATIONAL,Arts and Media
Student232,45,45,44,45,45,44,VOCATIONAL,Arts and Media
Student233,44,44,44,43,45,45,VOCATIONAL,Arts and Media
Student234,43,45,44,44,45,43,VOCATIONAL,Arts and Media
Student235,43,45,43,44,44,44,VOCATIONAL,Arts and Media
Student236,43,45,44,43,44,43,VOCATIONAL,Arts and Media
Student237,44,44,43,45,44,43,VOCATIONAL,Arts and Media
Student238,44,43,45,43,43,43,VOCATIONAL,Arts and Media
Student239,43,44,45,45,44,43,VOCATIONAL,Arts and Media
Student240,44,45,45,45,44,43,VOCATIONAL,Arts and Media
Student241,45,43,44,45,45,44,VOCATIONAL,Arts and Media
Student242,44,44,43,43,43,45,VOCATIONAL,Arts and Media
Student243,44,43,44,45,44,44,VOCATIONAL,Arts and Media
Student244,43,43,45,45,43,43,VOCATIONAL,Arts and Media
Student245,45,43,45,44,44,45,VOCATIONAL,Arts and Media
Student246,45,44,45,45,45,45,VOCATIONAL,Arts and Media
Student247,43,44,45,45,45,45,VOCATIONAL,Arts and Media
Student248,44,44,45,43,43,43,VOCATIONAL,Arts and Media
Student249,45,43,45,43,45,45,VOCATIONAL,Arts and Media
Student250,43,43,45,44,43,43,VOCATIONAL,Arts and Media
Student251,44,43,45,43,43,45,VOCATIONAL,Arts and Media
Student252,43,45,45,43,44,43,VOCATIONAL,Arts and Media
Student253,45,44,45,43,43,43,VOCATIONAL,Arts and Media
Student254,44,44,44,43,43,45,VOCATIONAL,Arts and Media
Student255,44,43,45,43,44,45,VOCATIONAL,Arts and Media
Student256,44,45,44,43,43,45,VOCATIONAL,Arts and Media
Student257,44,44,45,43,45,45,VOCATIONAL,Arts and Media
Student258,43,44,43,45,45,43,VOCATIONAL,Arts and Media
Student259,43,44,44,43,43,43,VOCATIONAL,Arts and Media
Student260,45,44,45,43,43,43,VOCATIONAL,Arts and Media
Student261,43,45,45,44,45,43,VOCATIONAL,Arts and Media
Student262,43,44,43,44,43,45,VOCATIONAL,Arts and Media
Student263,44,43,44,44,43,44,VOCATIONAL,Arts and Media
Student264,45,44,45,45,43,45,VOCATIONAL,Arts and Media
Student265,45,44,43,44,43,43,VOCATIONAL,Arts and Media
Student266,44,43,43,44,44,44,VOCATIONAL,Arts and Media
Student267,43,45,44,44,44,45,VOCATIONAL,Arts and Media
Student268,44,44,43,43,43,45,VOCATIONAL,Arts and Media
Student269,44,43,44,44,45,45,VOCATIONAL,Arts and Media
Student270,45,45,45,44,44,43,VOCATIONAL,Arts and Media
Student271,43,44,43,43,43,45,VOCATIONAL,Arts and Media
Student272,45,43,44,43,43,45,VOCATIONAL,Arts and Media
Student273,45,44,44,45,44,45,VOCATIONAL,Arts and Media
Student274,43,43,45,45,43,45,VOCATIONAL,Arts and Media
Student275,43,43,43,43,45,44,VOCATIONAL,Arts and Media
Student276,45,44,44,45,43,45,VOCATIONAL,Arts and Media
Student277,45,43,43,43,45,44,VOCATIONAL,Arts and Media
Student278,44,44,43,45,45,44,VOCATIONAL,Arts and Media
Student279,45,45,43,43,45,43,VOCATIONAL,Arts and Media
Student280,44,43,44,45,45,44,VOCATIONAL,Arts and Media
Student281,43,44,43,45,44,45,VOCATIONAL,Arts and Media
Student282,44,43,43,43,44,43,VOCATIONAL,Arts and Media
Student283,43,43,43,44,43,43,VOCATIONAL,Arts and Media
Student284,45,45,43,45,43,44,VOCATIONAL,Arts and Media
Student285,44,43,43,44,44,45,VOCATIONAL,Arts and Media
Student286,43,44,44,43,45,43,VOCATIONAL,Arts and Media
Student287,45,43,45,43,45,43,VOCATIONAL,Arts and Media
Student288,44,43,44,43,44,45,VOCATIONAL,Arts and Media
Student289,43,43,44,43,44,43,VOCATIONAL,Arts and Media
Student290,45,45,43,43,44,43,VOCATIONAL,Arts and Media
Student291,45,43,44,43,43,45,VOCATIONAL,Arts and Media
Student292,43,43,44,43,45,44,VOCATIONAL,Arts and Media
Student293,43,44,44,43,44,43,VOCATIONAL,Arts and Media
Student294,43,44,43,43,44,45,VOCATIONAL,Arts and Media
Student295,45,45,45,44,45,43,VOCATIONAL,Arts and Media
Student296,43,44,45,43,44,45,VOCATIONAL,Arts and Media
Student297,44,43,43,44,43,43,VOCATIONAL,Arts and Media
Student298,43,43,45,43,44,45,VOCATIONAL,Arts and Media
Student299,44,44,43,43,44,45,VOCATIONAL,Arts and Media
Student300,44,43,45,43,45,43,VOCATIONAL,Arts and Media
Student301,43,43,45,43,45,44,VOCATIONAL,Arts and Media
Student302,43,43,45,43,44,44,VOCATIONAL,Arts and Media
Student303,43,43,45,45,44,45,VOCATIONAL,Arts and Media
Student304,43,45,44,45,45,44,VOCATIONAL,Arts and Media
Student305,45,43,43,45,43,45,VOCATIONAL,Arts and Media
Student306,45,44,45,43,45,44,VOCATIONAL,Arts and Media
Student307,44,44,44,45,44,44,VOCATIONAL,Arts and Media
Student308,45,44,44,45,45,45,VOCATIONAL,Arts and Media
Student309,44,45,44,45,44,45,VOCATIONAL,Arts and Media
Student310,43,45,45,44,45,44,VOCATIONAL,Arts and Media
Student311,44,44,43,44,45,45,VOCATIONAL,Arts and Media
Student312,45,45,43,44,45,43,VOCATIONAL,Arts and Media
Student313,45,43,44,43,43,45,VOCATIONAL,Arts and Media
Student314,43,43,44,44,43,43,VOCATIONAL,Arts and Media
Student315,43,43,43,45,45,44,VOCATIONAL,Arts and Media
Student316,44,43,43,44,44,45,VOCATIONAL,Arts and Media
Student317,45,43,43,44,44,43,VOCATIONAL,Arts and Media
Student318,43,44,45,44,44,44,VOCATIONAL,Arts and Media
Student319,44,43,43,44,44,45,VOCATIONAL,Arts and Media
Student320,45,44,43,43,45,43,VOCATIONAL,Arts and Media
Student321,45,45,45,44,45,43,VOCATIONAL,Arts and Media
Student322,45,44,43,45,45,45,VOCATIONAL,Arts and Media
Student323,44,44,44,43,44,44,VOCATIONAL,Arts and Media
Student324,44,44,43,44,43,44,VOCATIONAL,Arts and Media
Student325,44,45,44,43,45,43,VOCATIONAL,Arts and Media
Student326,45,43,43,44,45,45,VOCATIONAL,Arts and Media
Student327,44,43,44,45,45,45,VOCATIONAL,Arts and Media
Student328,44,44,43,45,44,44,VOCATIONAL,Arts and Media
Student329,43,44,45,43,43,45,VOCATIONAL,Arts and Media
Student330,43,43,43,45,45,45,VOCATIONAL,Arts and Media
Student331,45,45,43,45,43,44,VOCATIONAL,Arts and Media
Student332,43,45,43,44,44,44,VOCATIONAL,Arts and Media
Student333,43,44,44,44,45,44,VOCATIONAL,Arts and Media
Student334,44,45,44,43,43,44,VOCATIONAL,Arts and Media
Student335,43,44,45,45,43,43,VOCATIONAL,Arts and Media
Student336,43,45,43,45,44,45,VOCATIONAL,Arts and Media
Student337,43,44,45,45,44,43,VOCATIONAL,Arts and Media
Student338,45,43,44,43,45,43,VOCATIONAL,Arts and Media
Student339,44,44,43,43,44,44,VOCATIONAL,Arts and Media
Student340,43,43,44,45,43,43,VOCATIONAL,Arts and Media
Student341,44,43,44,45,45,43,VOCATIONAL,Arts and Media
Student342,43,44,43,45,45,43,VOCATIONAL,Arts and Media
